timestamp,district,crop,soil_moisture,soil_temp_c,air_temp_c,humidity_pct,rainfall_mm,nitrogen_mg_kg,anomaly,irrigation_needed,rainfall
2024-11-05 22:00:00,Thanjavur,Rice,61.85,29.59,32.85,71.68,5.86,180.12,Normal,Monitor,
2024-11-05 23:00:00,Thanjavur,Rice,65.62,27.35,32.26,72.24,6.08,190.01,Normal,Monitor,
2024-11-06 00:00:00,Thanjavur,Rice,62.41,30.53,32.58,69.38,4.55,184.1,Normal,Monitor,
2024-11-06 01:00:00,Thanjavur,Rice,59.75,26.9,33.04,70.02,5.63,189.87,Normal,Monitor,
2024-11-06 02:00:00,Thanjavur,Rice,58.02,27.52,30.81,73.14,5.51,174.21,Normal,Monitor,
2024-11-06 03:00:00,Thanjavur,Rice,67.53,29.79,32.38,73.55,6.69,184.66,Normal,Monitor,
2024-11-06 04:00:00,Thanjavur,Rice,60.01,29.8,32.54,80.28,8.35,180.35,Normal,Monitor,
2024-11-06 05:00:00,Thanjavur,Rice,66.42,25.39,33.83,71.2,6.16,182.21,Normal,Monitor,
2024-11-06 06:00:00,Thanjavur,Rice,62.54,29.69,33.88,72.56,5.31,189.07,Normal,Monitor,
2024-11-06 07:00:00,Thanjavur,Rice,64.58,32.28,32.8,68.81,7.05,175.08,Normal,Monitor,
2024-11-06 08:00:00,Thanjavur,Rice,63.02,29.29,29.07,70.85,8.61,181.19,Normal,Monitor,
2024-11-06 09:00:00,Thanjavur,Rice,62.47,32.12,30.91,73.73,7.39,178.0,Normal,Monitor,
2024-11-06 10:00:00,Thanjavur,Rice,60.76,26.02,30.1,70.32,6.56,176.95,Normal,Monitor,
2024-11-06 11:00:00,Thanjavur,Rice,69.47,27.81,33.6,74.98,7.21,183.73,Normal,Monitor,
2024-11-06 12:00:00,Thanjavur,Rice,56.35,29.38,31.11,69.57,6.86,188.58,Normal,Monitor,
2024-11-06 13:00:00,Thanjavur,Rice,54.98,28.6,29.63,74.39,6.07,176.97,Normal,Monitor,
2024-11-06 14:00:00,Thanjavur,Rice,65.07,31.85,35.49,71.14,4.58,182.8,Normal,Monitor,
2024-11-06 15:00:00,Thanjavur,Rice,67.83,36.13,43.35,73.2,5.79,180.58,Heat Stress,Monitor,
2024-11-06 16:00:00,Thanjavur,Rice,62.01,30.39,32.95,78.29,6.91,181.23,Normal,Monitor,
2024-11-06 17:00:00,Thanjavur,Rice,65.38,26.46,31.82,74.31,6.61,179.56,Normal,Monitor,
2024-11-06 18:00:00,Thanjavur,Rice,64.3,28.54,33.19,75.99,6.55,176.51,Normal,Monitor,
2024-11-06 19:00:00,Thanjavur,Rice,65.45,29.71,30.37,73.87,7.03,182.76,Normal,Monitor,
2024-11-06 20:00:00,Thanjavur,Rice,64.46,29.54,33.04,79.05,7.14,177.06,Normal,Monitor,
2024-11-06 21:00:00,Thanjavur,Rice,59.83,32.93,42.44,75.23,8.53,179.4,Heat Stress,Monitor,
2024-11-06 22:00:00,Thanjavur,Rice,62.22,29.29,31.36,71.01,5.25,182.51,Normal,Monitor,
2024-11-06 23:00:00,Thanjavur,Rice,66.16,33.07,30.85,72.69,5.63,185.63,Normal,Monitor,
2024-11-07 00:00:00,Thanjavur,Rice,65.44,28.08,30.15,77.91,6.78,183.79,Normal,Monitor,
2024-11-07 01:00:00,Thanjavur,Rice,60.35,26.58,30.19,76.85,8.51,177.85,Normal,Monitor,
2024-11-07 02:00:00,Thanjavur,Rice,69.83,30.64,29.41,74.96,7.26,167.87,Normal,Monitor,
2024-11-07 03:00:00,Thanjavur,Rice,64.93,31.16,32.1,73.85,6.23,178.84,Normal,Monitor,
2024-11-07 04:00:00,Thanjavur,Rice,59.47,28.37,30.88,74.55,5.84,175.65,Normal,Monitor,
2024-11-07 05:00:00,Thanjavur,Rice,65.28,29.96,30.69,76.13,5.95,180.32,Normal,Monitor,
2024-11-07 06:00:00,Thanjavur,Rice,65.93,28.49,29.74,73.52,5.04,178.61,Normal,Monitor,
2024-11-07 07:00:00,Thanjavur,Rice,62.16,25.7,32.3,73.37,7.58,181.08,Normal,Monitor,
2024-11-07 08:00:00,Thanjavur,Rice,65.21,31.19,31.3,74.1,4.83,186.2,Normal,Monitor,
2024-11-07 09:00:00,Thanjavur,Rice,62.56,27.89,32.61,65.38,5.97,184.54,Normal,Monitor,
2024-11-07 10:00:00,Thanjavur,Rice,61.69,28.32,30.88,66.06,7.12,179.39,Normal,Monitor,
2024-11-07 11:00:00,Thanjavur,Rice,62.18,29.0,31.52,76.71,6.35,173.19,Normal,Monitor,
2024-11-07 12:00:00,Thanjavur,Rice,64.73,30.15,31.81,78.4,6.43,185.56,Normal,Monitor,
2024-11-07 13:00:00,Thanjavur,Rice,67.22,30.27,30.38,73.58,7.64,172.51,Normal,Monitor,
2024-11-07 14:00:00,Thanjavur,Rice,61.82,28.89,30.2,77.59,6.78,176.44,Normal,Monitor,
2024-11-07 15:00:00,Thanjavur,Rice,64.82,29.16,30.16,71.25,6.84,184.7,Normal,Monitor,
2024-11-07 16:00:00,Thanjavur,Rice,61.54,30.22,33.87,69.06,6.76,184.15,Normal,Monitor,
2024-11-07 17:00:00,Thanjavur,Rice,62.71,31.26,34.8,75.47,6.17,184.88,Normal,Monitor,
2024-11-07 18:00:00,Thanjavur,Rice,65.53,25.62,31.5,72.52,6.8,179.03,Normal,Monitor,
2024-11-07 19:00:00,Thanjavur,Rice,62.74,28.11,32.6,80.72,5.55,173.01,Normal,Monitor,
2024-11-07 20:00:00,Thanjavur,Rice,63.06,29.36,33.26,69.18,5.86,169.26,Normal,Monitor,
2024-11-07 21:00:00,Thanjavur,Rice,67.12,29.78,30.8,68.81,5.17,182.07,Normal,Monitor,
2024-11-07 22:00:00,Thanjavur,Rice,59.68,29.56,34.56,72.71,5.44,181.91,Normal,Monitor,
2024-11-07 23:00:00,Thanjavur,Rice,59.32,31.98,33.61,73.44,5.5,177.87,Normal,Monitor,
2024-11-08 00:00:00,Thanjavur,Rice,62.11,29.98,33.06,69.95,7.41,183.09,Normal,Monitor,
2024-11-08 01:00:00,Thanjavur,Rice,61.48,27.77,31.67,69.86,7.42,174.38,Normal,Monitor,
2024-11-08 02:00:00,Thanjavur,Rice,64.64,29.28,30.66,73.69,7.48,174.04,Normal,Monitor,
2024-11-08 03:00:00,Thanjavur,Rice,61.76,28.27,31.44,71.36,4.63,174.72,Normal,Monitor,
2024-11-08 04:00:00,Thanjavur,Rice,67.91,29.77,31.82,72.97,6.35,177.85,Normal,Monitor,
2024-11-08 05:00:00,Thanjavur,Rice,64.58,29.55,29.74,75.11,3.94,182.07,Normal,Monitor,
2024-11-08 06:00:00,Thanjavur,Rice,58.77,35.67,36.53,74.11,6.98,187.51,Heat Stress,Monitor,
2024-11-08 07:00:00,Thanjavur,Rice,58.38,30.86,31.7,72.3,7.16,178.82,Normal,Monitor,
2024-11-08 08:00:00,Thanjavur,Rice,65.15,27.91,30.55,77.87,7.89,179.82,Normal,Monitor,
2024-11-08 09:00:00,Thanjavur,Rice,54.64,29.1,31.55,73.17,6.74,177.62,Normal,Monitor,
2024-11-08 10:00:00,Thanjavur,Rice,65.52,27.65,33.36,80.3,5.49,175.43,Normal,Monitor,
2024-11-08 11:00:00,Thanjavur,Rice,64.23,27.62,30.76,78.51,7.14,189.9,Normal,Monitor,
2024-11-08 12:00:00,Thanjavur,Rice,63.51,28.48,31.58,73.5,6.26,179.88,Normal,Monitor,
2024-11-08 13:00:00,Thanjavur,Rice,60.2,29.82,29.39,71.23,6.28,168.7,Normal,Monitor,
2024-11-08 14:00:00,Thanjavur,Rice,65.31,26.32,32.5,68.93,6.0,182.6,Normal,Monitor,
2024-11-08 15:00:00,Thanjavur,Rice,69.59,29.57,28.53,77.91,6.17,180.35,Normal,Monitor,
2024-11-08 16:00:00,Thanjavur,Rice,64.67,26.06,31.51,72.46,7.62,183.64,Normal,Monitor,
2024-11-08 17:00:00,Thanjavur,Rice,58.12,31.29,32.17,67.91,6.46,185.17,Normal,Monitor,
2024-11-08 18:00:00,Thanjavur,Rice,59.36,31.47,29.23,70.94,5.46,186.88,Normal,Monitor,
2024-11-08 19:00:00,Thanjavur,Rice,61.53,27.66,32.17,76.74,7.07,178.64,Normal,Monitor,
2024-11-08 20:00:00,Thanjavur,Rice,63.76,28.42,34.01,78.68,7.48,183.97,Normal,Monitor,
2024-11-08 21:00:00,Thanjavur,Rice,64.56,27.53,32.45,74.56,7.66,184.04,Normal,Monitor,
2024-11-08 22:00:00,Thanjavur,Rice,64.65,26.87,31.37,71.87,6.65,177.92,Normal,Monitor,
2024-11-08 23:00:00,Thanjavur,Rice,62.17,30.09,30.85,74.59,4.88,175.84,Normal,Monitor,
2024-11-09 00:00:00,Thanjavur,Rice,64.97,27.55,33.37,78.0,6.13,194.99,Normal,Monitor,
2024-11-09 01:00:00,Thanjavur,Rice,66.73,27.98,32.62,74.36,5.62,174.65,Normal,Monitor,
2024-11-09 02:00:00,Thanjavur,Rice,65.98,28.5,31.35,70.42,5.65,179.37,Normal,Monitor,
2024-11-09 03:00:00,Thanjavur,Rice,64.16,25.52,31.53,71.12,7.8,194.71,Normal,Monitor,
2024-11-09 04:00:00,Thanjavur,Rice,61.92,26.82,31.68,73.28,8.37,188.33,Normal,Monitor,
2024-11-09 05:00:00,Thanjavur,Rice,65.6,28.52,32.52,75.16,6.64,172.21,Normal,Monitor,
2024-11-09 06:00:00,Thanjavur,Rice,66.19,29.56,31.35,71.7,5.61,181.59,Normal,Monitor,
2024-11-09 07:00:00,Thanjavur,Rice,57.75,30.58,29.92,65.87,8.22,175.71,Normal,Monitor,
2024-11-09 08:00:00,Thanjavur,Rice,60.83,31.1,34.28,67.97,5.44,175.59,Normal,Monitor,
2024-11-09 09:00:00,Thanjavur,Rice,65.8,31.86,29.88,79.76,5.69,181.68,Normal,Monitor,
2024-11-09 10:00:00,Thanjavur,Rice,59.19,29.22,31.33,72.84,6.78,174.96,Normal,Monitor,
2024-11-09 11:00:00,Thanjavur,Rice,60.35,30.06,33.51,74.01,6.9,183.79,Normal,Monitor,
2024-11-09 12:00:00,Thanjavur,Rice,65.49,27.97,30.33,71.34,8.33,182.54,Normal,Monitor,
2024-11-09 13:00:00,Thanjavur,Rice,64.39,29.95,29.52,81.85,6.88,183.62,Normal,Monitor,
2024-11-09 14:00:00,Thanjavur,Rice,57.7,30.57,30.97,68.81,5.45,173.68,Normal,Monitor,
2024-11-09 15:00:00,Thanjavur,Rice,59.15,29.49,30.92,75.44,8.08,179.35,Normal,Monitor,
2024-11-09 16:00:00,Thanjavur,Rice,56.27,29.04,33.29,73.76,7.93,182.26,Normal,Monitor,
2024-11-09 17:00:00,Thanjavur,Rice,57.49,29.56,31.95,78.42,8.22,184.54,Normal,Monitor,
2024-11-09 18:00:00,Thanjavur,Rice,64.32,30.41,31.25,68.25,6.44,181.83,Normal,Monitor,
2024-11-09 19:00:00,Thanjavur,Rice,59.39,31.39,33.01,68.61,7.77,178.46,Normal,Monitor,
2024-11-09 20:00:00,Thanjavur,Rice,60.66,31.02,31.42,81.7,5.55,171.34,Normal,Monitor,
2024-11-09 21:00:00,Thanjavur,Rice,62.16,30.58,30.11,68.78,6.63,172.68,Normal,Monitor,
2024-11-09 22:00:00,Thanjavur,Rice,63.92,28.89,32.24,68.56,7.7,179.08,Normal,Monitor,
2024-11-09 23:00:00,Thanjavur,Rice,65.29,30.84,29.76,77.63,4.97,173.15,Normal,Monitor,
2024-11-10 00:00:00,Thanjavur,Rice,68.89,31.07,34.61,72.62,6.5,182.64,Normal,Monitor,
2024-11-10 01:00:00,Thanjavur,Rice,62.96,28.28,30.16,74.96,5.33,174.53,Normal,Monitor,
2024-11-10 02:00:00,Thanjavur,Rice,64.18,29.26,32.91,72.4,5.82,182.12,Normal,Monitor,
2024-11-10 03:00:00,Thanjavur,Rice,60.56,28.41,30.57,73.26,8.17,173.12,Normal,Monitor,
2024-11-10 04:00:00,Thanjavur,Rice,66.89,30.51,33.85,86.65,7.83,184.63,Normal,Monitor,
2024-11-10 05:00:00,Thanjavur,Rice,59.06,27.62,32.04,67.31,7.02,169.33,Normal,Monitor,
2024-11-10 06:00:00,Thanjavur,Rice,66.46,28.92,31.69,71.11,4.5,186.17,Normal,Monitor,
2024-11-10 07:00:00,Thanjavur,Rice,67.01,28.87,32.49,72.54,6.69,183.8,Normal,Monitor,
2024-11-10 08:00:00,Thanjavur,Rice,64.67,31.41,32.28,74.21,5.64,177.61,Normal,Monitor,
2024-11-10 09:00:00,Thanjavur,Rice,65.43,27.15,33.16,72.98,5.58,174.51,Normal,Monitor,
2024-11-10 10:00:00,Thanjavur,Rice,65.02,29.38,33.88,69.05,5.82,179.54,Normal,Monitor,
2024-11-10 11:00:00,Thanjavur,Rice,60.74,29.41,31.98,76.04,7.91,173.48,Normal,Monitor,
2024-11-10 12:00:00,Thanjavur,Rice,64.01,33.98,41.87,75.83,5.41,175.49,Heat Stress,Monitor,
2024-11-10 13:00:00,Thanjavur,Rice,64.53,29.44,31.17,76.73,7.13,177.35,Normal,Monitor,
2024-11-10 14:00:00,Thanjavur,Rice,60.44,27.51,31.55,68.41,6.5,186.08,Normal,Monitor,
2024-11-10 15:00:00,Thanjavur,Rice,61.94,28.6,34.5,80.14,5.64,180.7,Normal,Monitor,
2024-11-10 16:00:00,Thanjavur,Rice,63.99,29.71,34.22,74.45,6.64,183.44,Normal,Monitor,
2024-11-10 17:00:00,Thanjavur,Rice,66.57,30.81,32.31,67.87,5.91,184.1,Normal,Monitor,
2024-11-10 18:00:00,Thanjavur,Rice,63.75,30.64,34.33,69.39,7.54,178.35,Normal,Monitor,
2024-11-10 19:00:00,Thanjavur,Rice,65.81,29.34,34.69,74.62,5.76,182.1,Normal,Monitor,
2024-11-10 20:00:00,Thanjavur,Rice,63.97,31.11,32.17,84.0,6.29,179.5,Normal,Monitor,
2024-11-10 21:00:00,Thanjavur,Rice,61.19,29.53,31.85,75.22,6.47,176.95,Normal,Monitor,
2024-11-10 22:00:00,Thanjavur,Rice,60.36,28.84,33.21,79.53,6.32,175.29,Normal,Monitor,
2024-11-10 23:00:00,Thanjavur,Rice,62.76,32.54,33.0,76.3,7.36,187.7,Normal,Monitor,
2024-11-11 00:00:00,Thanjavur,Rice,59.54,28.81,30.71,76.45,6.56,183.78,Normal,Monitor,
2024-11-11 01:00:00,Thanjavur,Rice,61.48,31.46,31.4,76.88,7.6,185.58,Normal,Monitor,
2024-11-11 02:00:00,Thanjavur,Rice,64.08,30.63,34.11,76.15,5.67,182.92,Normal,Monitor,
2024-11-11 03:00:00,Thanjavur,Rice,62.89,25.88,32.19,74.57,7.56,176.25,Normal,Monitor,
2024-11-11 04:00:00,Thanjavur,Rice,58.48,33.92,38.34,74.48,6.42,174.66,Heat Stress,Monitor,
2024-11-11 05:00:00,Thanjavur,Rice,62.58,28.88,33.11,75.62,6.12,188.62,Normal,Monitor,
2024-11-11 06:00:00,Thanjavur,Rice,62.19,30.24,31.25,80.62,6.49,180.58,Normal,Monitor,
2024-11-11 07:00:00,Thanjavur,Rice,62.58,29.69,33.3,77.48,6.43,188.51,Normal,Monitor,
2024-11-11 08:00:00,Thanjavur,Rice,65.62,28.74,29.43,72.44,6.81,182.99,Normal,Monitor,
2024-11-11 09:00:00,Thanjavur,Rice,67.08,27.76,30.84,69.39,5.06,176.86,Normal,Monitor,
2024-11-11 10:00:00,Thanjavur,Rice,64.1,30.56,30.08,70.86,4.62,181.07,Normal,Monitor,
2024-11-11 11:00:00,Thanjavur,Rice,60.8,31.89,32.11,73.41,5.76,172.53,Normal,Monitor,
2024-11-11 12:00:00,Thanjavur,Rice,58.9,28.47,30.45,70.1,6.78,182.57,Normal,Monitor,
2024-11-11 13:00:00,Thanjavur,Rice,61.62,32.3,28.88,74.33,6.18,177.25,Normal,Monitor,
2024-11-11 14:00:00,Thanjavur,Rice,60.91,29.39,31.16,72.53,5.1,171.91,Normal,Monitor,
2024-11-11 15:00:00,Thanjavur,Rice,62.13,28.8,31.2,73.67,5.88,178.94,Normal,Monitor,
2024-11-11 16:00:00,Thanjavur,Rice,60.44,31.69,30.3,72.62,5.68,176.3,Normal,Monitor,
2024-11-11 17:00:00,Thanjavur,Rice,63.07,29.25,30.81,72.97,5.68,182.01,Normal,Monitor,
2024-11-11 18:00:00,Thanjavur,Rice,69.17,28.09,32.09,74.28,7.07,183.48,Normal,Monitor,
2024-11-11 19:00:00,Thanjavur,Rice,63.62,29.34,30.85,71.04,6.3,173.58,Normal,Monitor,
2024-11-11 20:00:00,Thanjavur,Rice,61.22,31.06,31.65,77.67,7.87,179.11,Normal,Monitor,
2024-11-11 21:00:00,Thanjavur,Rice,63.62,28.95,30.28,70.29,7.24,181.04,Normal,Monitor,
2024-11-11 22:00:00,Thanjavur,Rice,68.54,30.86,30.4,77.46,6.09,186.08,Normal,Monitor,
2024-11-11 23:00:00,Thanjavur,Rice,61.54,27.82,30.31,71.12,5.56,177.14,Normal,Monitor,
2024-11-12 00:00:00,Thanjavur,Rice,65.57,32.09,29.5,79.15,5.92,181.74,Normal,Monitor,
2024-11-12 01:00:00,Thanjavur,Rice,58.04,30.19,28.49,75.36,6.66,180.96,Normal,Monitor,
2024-11-12 02:00:00,Thanjavur,Rice,60.8,30.22,32.09,73.26,7.07,179.52,Normal,Monitor,
2024-11-12 03:00:00,Thanjavur,Rice,64.59,29.21,31.83,76.4,6.0,173.83,Normal,Monitor,
2024-11-12 04:00:00,Thanjavur,Rice,63.83,31.18,31.95,75.37,6.36,183.7,Normal,Monitor,
2024-11-12 05:00:00,Thanjavur,Rice,62.44,28.72,33.16,71.98,7.29,185.53,Normal,Monitor,
2024-11-12 06:00:00,Thanjavur,Rice,64.7,27.53,31.54,73.29,5.9,180.71,Normal,Monitor,
2024-11-12 07:00:00,Thanjavur,Rice,65.31,28.71,31.24,73.14,7.56,178.71,Normal,Monitor,
2024-11-12 08:00:00,Thanjavur,Rice,59.3,27.04,32.04,71.06,7.07,173.34,Normal,Monitor,
2024-11-12 09:00:00,Thanjavur,Rice,61.38,27.4,32.15,76.7,6.74,174.57,Normal,Monitor,
2024-11-12 10:00:00,Thanjavur,Rice,60.76,29.75,28.97,73.14,7.92,179.1,Normal,Monitor,
2024-11-12 11:00:00,Thanjavur,Rice,20.49,28.49,30.55,82.66,8.07,183.65,Drought Stress,Irrigate Now,0.0
2024-11-12 12:00:00,Thanjavur,Rice,61.97,31.2,29.8,78.41,7.33,179.24,Normal,Monitor,
2024-11-12 13:00:00,Thanjavur,Rice,66.42,28.73,29.6,78.01,6.31,183.01,Normal,Monitor,
2024-11-12 14:00:00,Thanjavur,Rice,68.46,28.32,31.28,80.38,7.07,176.5,Normal,Monitor,
2024-11-12 15:00:00,Thanjavur,Rice,60.13,28.61,30.39,75.05,6.48,181.4,Normal,Monitor,
2024-11-12 16:00:00,Thanjavur,Rice,60.48,29.29,28.42,74.68,7.58,172.88,Normal,Monitor,
2024-11-12 17:00:00,Thanjavur,Rice,64.45,28.48,32.7,74.73,6.8,180.32,Normal,Monitor,
2024-11-12 18:00:00,Thanjavur,Rice,66.98,29.92,30.44,74.49,6.03,180.81,Normal,Monitor,
2024-11-12 19:00:00,Thanjavur,Rice,61.74,28.38,31.8,74.32,7.46,177.93,Normal,Monitor,
2024-11-12 20:00:00,Thanjavur,Rice,57.06,28.85,29.06,75.76,4.73,175.06,Normal,Monitor,
2024-11-12 21:00:00,Thanjavur,Rice,61.91,31.72,29.89,74.15,6.98,187.42,Normal,Monitor,
2024-11-12 22:00:00,Thanjavur,Rice,65.33,31.04,32.8,69.26,6.76,184.24,Normal,Monitor,
2024-11-12 23:00:00,Thanjavur,Rice,60.13,28.53,30.3,77.19,6.33,178.4,Normal,Monitor,
2024-11-13 00:00:00,Thanjavur,Rice,59.15,29.3,30.65,75.07,5.26,180.89,Normal,Monitor,
2024-11-13 01:00:00,Thanjavur,Rice,61.68,27.53,29.51,69.39,6.19,180.6,Normal,Monitor,
2024-11-13 02:00:00,Thanjavur,Rice,63.81,29.86,30.36,78.33,5.96,182.25,Normal,Monitor,
2024-11-13 03:00:00,Thanjavur,Rice,62.51,29.96,31.18,75.67,6.39,184.07,Normal,Monitor,
2024-11-13 04:00:00,Thanjavur,Rice,60.54,26.75,30.04,78.38,6.25,180.46,Normal,Monitor,
2024-11-13 05:00:00,Thanjavur,Rice,59.84,29.5,29.97,70.6,6.0,182.23,Normal,Monitor,
2024-11-13 06:00:00,Thanjavur,Rice,64.66,30.27,29.12,74.07,6.2,172.34,Normal,Monitor,
2024-11-13 07:00:00,Thanjavur,Rice,63.05,29.02,32.27,74.42,5.85,184.63,Normal,Monitor,
2024-11-13 08:00:00,Thanjavur,Rice,56.34,29.3,28.86,70.45,6.92,173.63,Normal,Monitor,
2024-11-13 09:00:00,Thanjavur,Rice,58.73,32.97,29.46,80.7,6.23,177.38,Normal,Monitor,
2024-11-13 10:00:00,Thanjavur,Rice,64.7,31.4,29.78,72.06,7.25,181.44,Normal,Monitor,
2024-11-13 11:00:00,Thanjavur,Rice,66.31,30.17,34.21,74.81,6.62,181.61,Normal,Monitor,
2024-11-13 12:00:00,Thanjavur,Rice,62.57,30.67,31.86,77.25,7.34,182.14,Normal,Monitor,
2024-11-13 13:00:00,Thanjavur,Rice,64.51,27.88,30.67,77.47,7.82,170.3,Normal,Monitor,
2024-11-13 14:00:00,Thanjavur,Rice,61.3,29.44,30.18,70.81,6.87,187.91,Normal,Monitor,
2024-11-13 15:00:00,Thanjavur,Rice,56.9,29.14,32.19,77.22,6.72,188.81,Normal,Monitor,
2024-11-13 16:00:00,Thanjavur,Rice,63.09,31.37,30.53,74.33,5.19,184.5,Normal,Monitor,
2024-11-13 17:00:00,Thanjavur,Rice,62.64,29.94,31.03,76.45,6.8,175.03,Normal,Monitor,
2024-11-13 18:00:00,Thanjavur,Rice,60.19,29.36,32.49,81.55,6.7,185.04,Normal,Monitor,
2024-11-13 19:00:00,Thanjavur,Rice,58.16,32.42,32.41,73.9,6.24,174.46,Normal,Monitor,
2024-11-13 20:00:00,Thanjavur,Rice,60.54,32.27,30.02,70.07,5.7,174.01,Normal,Monitor,
2024-11-13 21:00:00,Thanjavur,Rice,63.05,31.03,30.58,68.61,6.69,179.72,Normal,Monitor,
2024-11-13 22:00:00,Thanjavur,Rice,66.01,28.72,31.11,73.5,6.49,178.04,Normal,Monitor,
2024-11-13 23:00:00,Thanjavur,Rice,61.34,26.62,30.65,76.96,7.25,177.64,Normal,Monitor,
2024-11-14 00:00:00,Thanjavur,Rice,66.9,29.36,29.49,67.49,7.62,178.13,Normal,Monitor,
2024-11-14 01:00:00,Thanjavur,Rice,59.36,32.55,40.74,75.72,5.7,174.73,Heat Stress,Monitor,
2024-11-14 02:00:00,Thanjavur,Rice,61.35,31.26,29.41,71.53,7.61,182.47,Normal,Monitor,
2024-11-14 03:00:00,Thanjavur,Rice,63.54,28.43,31.55,71.95,5.54,174.6,Normal,Monitor,
2024-11-14 04:00:00,Thanjavur,Rice,65.35,29.31,31.97,74.71,6.84,178.73,Normal,Monitor,
2024-11-14 05:00:00,Thanjavur,Rice,61.56,28.18,29.38,69.61,6.03,171.98,Normal,Monitor,
2024-11-14 06:00:00,Thanjavur,Rice,58.85,30.96,31.84,72.29,8.67,171.76,Normal,Monitor,
2024-11-14 07:00:00,Thanjavur,Rice,65.93,29.23,32.68,74.54,4.53,180.48,Normal,Monitor,
2024-11-14 08:00:00,Thanjavur,Rice,64.01,26.11,34.42,75.34,7.07,174.17,Normal,Monitor,
2024-11-14 09:00:00,Thanjavur,Rice,65.07,31.03,31.88,74.06,5.51,178.92,Normal,Monitor,
2024-11-14 10:00:00,Thanjavur,Rice,61.46,30.26,30.23,76.36,5.56,178.69,Normal,Monitor,
2024-11-14 11:00:00,Thanjavur,Rice,64.85,28.34,32.48,76.31,6.13,185.81,Normal,Monitor,
2024-11-14 12:00:00,Thanjavur,Rice,63.23,31.05,34.19,73.13,7.04,176.81,Normal,Monitor,
2024-11-14 13:00:00,Thanjavur,Rice,59.9,29.11,29.46,70.35,6.99,177.43,Normal,Monitor,
2024-11-14 14:00:00,Thanjavur,Rice,65.13,29.85,34.28,76.2,7.51,182.01,Normal,Monitor,
2024-11-14 15:00:00,Thanjavur,Rice,63.93,31.15,32.5,74.94,6.61,182.69,Normal,Monitor,
2024-11-14 16:00:00,Thanjavur,Rice,60.99,28.33,33.64,81.56,5.47,176.66,Normal,Monitor,
2024-11-14 17:00:00,Thanjavur,Rice,100.0,30.2,32.51,77.69,21.56,181.65,Flood/Overwatering,No Action,
2024-11-14 18:00:00,Thanjavur,Rice,63.76,28.11,31.97,79.05,6.07,180.76,Normal,Monitor,
2024-11-14 19:00:00,Thanjavur,Rice,63.62,28.97,32.52,71.38,7.73,183.13,Normal,Monitor,
2024-11-14 20:00:00,Thanjavur,Rice,60.19,31.95,31.75,71.21,7.5,182.47,Normal,Monitor,
2024-11-14 21:00:00,Thanjavur,Rice,57.68,28.61,31.92,65.46,6.49,180.79,Normal,Monitor,
2024-11-14 22:00:00,Thanjavur,Rice,59.45,29.81,31.51,69.33,7.32,184.19,Normal,Monitor,
2024-11-14 23:00:00,Thanjavur,Rice,62.13,29.1,32.59,73.3,4.47,182.43,Normal,Monitor,
2024-11-15 00:00:00,Thanjavur,Rice,60.56,28.82,33.69,73.56,6.4,182.55,Normal,Monitor,
2024-11-15 01:00:00,Thanjavur,Rice,22.58,28.02,31.41,74.24,6.67,181.45,Drought Stress,Irrigate Now,0.0
2024-11-15 02:00:00,Thanjavur,Rice,70.76,27.64,32.97,78.83,6.89,176.75,Normal,No Action,
2024-11-15 03:00:00,Thanjavur,Rice,67.99,26.11,30.48,78.79,6.03,187.98,Normal,Monitor,
2024-11-15 04:00:00,Thanjavur,Rice,58.46,27.73,30.7,75.77,6.18,177.55,Normal,Monitor,
2024-11-15 05:00:00,Thanjavur,Rice,67.26,31.67,30.88,67.26,4.24,181.2,Normal,Monitor,
2024-11-15 06:00:00,Thanjavur,Rice,64.97,29.49,31.39,70.88,7.05,188.39,Normal,Monitor,
2024-11-15 07:00:00,Thanjavur,Rice,56.35,29.28,30.04,68.14,5.27,181.9,Normal,Monitor,
2024-11-15 08:00:00,Thanjavur,Rice,64.21,31.59,31.51,67.07,6.16,173.07,Normal,Monitor,
2024-11-15 09:00:00,Thanjavur,Rice,59.38,30.27,31.79,76.45,6.04,183.95,Normal,Monitor,
2024-11-15 10:00:00,Thanjavur,Rice,61.76,31.08,32.02,73.27,6.61,179.91,Normal,Monitor,
2024-11-15 11:00:00,Thanjavur,Rice,67.79,29.77,31.5,73.15,7.24,183.54,Normal,Monitor,
2024-11-15 12:00:00,Thanjavur,Rice,62.18,27.67,30.15,73.36,7.75,178.75,Normal,Monitor,
2024-11-15 13:00:00,Thanjavur,Rice,61.22,26.76,33.77,76.38,7.2,184.81,Normal,Monitor,
2024-11-15 14:00:00,Thanjavur,Rice,62.51,29.53,33.73,74.82,6.99,184.35,Normal,Monitor,
2024-11-15 15:00:00,Thanjavur,Rice,64.93,29.21,31.45,77.21,7.18,185.84,Normal,Monitor,
2024-11-15 16:00:00,Thanjavur,Rice,64.65,30.29,30.83,71.78,7.18,177.13,Normal,Monitor,
2024-11-15 17:00:00,Thanjavur,Rice,62.94,31.47,33.33,75.31,6.1,179.38,Normal,Monitor,
2024-11-15 18:00:00,Thanjavur,Rice,65.6,29.35,30.66,78.96,6.58,177.11,Normal,Monitor,
2024-11-15 19:00:00,Thanjavur,Rice,64.44,30.86,29.99,73.3,6.15,182.26,Normal,Monitor,
2024-11-15 20:00:00,Thanjavur,Rice,64.9,28.57,29.26,78.23,5.28,181.36,Normal,Monitor,
